1-Alaves;Cadiz;25;25;25;25
2-Barcelona;Villarreal;25;25;25;25
3-Granada;Espanyol;25;25;25;25
4-Osasuna;Mallorca;25;25;25;25
5-R.Sociedad;At.Madrid;25;25;25;25
6-Sevilla;Ath.Club;25;25;25;25
